"{'tweet_id': '126415614616154112', 'label': 'positive', 'topic': 'apple', 'text': 'Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is'}"
"{'tweet_id': '126257645282799616', 'label': 'negative', 'topic': 'apple', 'text': ""Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #""}"
"{'tweet_id': '126251052667375616', 'label': 'negative', 'topic': 'apple', 'text': '#DontBeMadAtMeBecause #Android is by far better than @Apple'}"
"{'tweet_id': '126247557339947008', 'label': 'negative', 'topic': 'apple', 'text': '@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.'}"
"{'tweet_id': '126243680129523712', 'label': 'negative', 'topic': 'apple', 'text': '@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt'}"
"{'tweet_id': '126240605419487232', 'label': 'negative', 'topic': 'apple', 'text': 'Hey @Apple: stop sending your automatically-depreciate-all-iPhones-older-than-the-4s signal. My #iPhone4 is dying rapidly processor-wise.'}"
"{'tweet_id': '126238223537152001', 'label': 'negative', 'topic': 'apple', 'text': 'Only thing bad about the new @canon camera is that it has two compact flash cards... not one of SD. SD goes in my @apple computer. Damn you!'}"
"{'tweet_id': '126221894126022656', 'label': 'negative', 'topic': 'apple', 'text': ""Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???""}"
"{'tweet_id': '126189036644728832', 'label': 'negative', 'topic': 'apple', 'text': 'fuck u @apple'}"
"{'tweet_id': '126188946974720000', 'label': 'negative', 'topic': 'apple', 'text': 'oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it'}"
"{'tweet_id': '126188717902802944', 'label': 'negative', 'topic': 'apple', 'text': 'why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple'}"
"{'tweet_id': '126188686453907457', 'label': 'negative', 'topic': 'apple', 'text': '. if u need me just text me o wait u i wont get it cuz @apple fucks me every time #fuckingpissed'}"
"{'tweet_id': '126167083334643713', 'label': 'negative', 'topic': 'apple', 'text': 'Like @apple da fuck is this shit?  http://t.co/nb4DHlSg'}"
"{'tweet_id': '126163250172801024', 'label': 'negative', 'topic': 'apple', 'text': 'Damn it @Apple!! Whatchu done to my phone??'}"
"{'tweet_id': '126158846375903233', 'label': 'negative', 'topic': 'apple', 'text': 'Samsung seeks iPhone 4S ban in Japan and Australia\nPatent war intensifies with injunction sought against @Apple http://t.co/QmwjTvnk'}"
"{'tweet_id': '126155291288023040', 'label': 'negative', 'topic': 'apple', 'text': '@apple, why is it every time there is iOS software update my iPad goes dead and I need to totally restore? #fail'}"
"{'tweet_id': '126153311521996800', 'label': 'negative', 'topic': 'apple', 'text': '@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??'}"
"{'tweet_id': '126150581558591488', 'label': 'negative', 'topic': 'apple', 'text': '@apple the reservation system not working, shows no products avail let alone iphone 4s I had the site open in 3 browsers at 9 PM and nothing'}"
"{'tweet_id': '126143926523539457', 'label': 'negative', 'topic': 'apple', 'text': '@albertmal88 remember @apple is evil. #icloud entering the #dropbox market'}"
"{'tweet_id': '126141380409036800', 'label': 'negative', 'topic': 'apple', 'text': 'I know a few others having same issue RT @Joelplane: 9% now on my second full charge of the day. Pissed @Apple'}"
"{'tweet_id': '126141077131497472', 'label': 'negative', 'topic': 'apple', 'text': '9% now on my second full charge of the day. Pissed @Apple'}"
"{'tweet_id': '126132919117938689', 'label': 'negative', 'topic': 'apple', 'text': 'RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!'}"
"{'tweet_id': '126131535211536384', 'label': 'negative', 'topic': 'apple', 'text': ""I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!”""}"
"{'tweet_id': '126129582326816769', 'label': 'negative', 'topic': 'apple', 'text': ""iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.""}"
"{'tweet_id': '126128599030956032', 'label': 'negative', 'topic': 'apple', 'text': 'Deár iCloud I HATE U , AND I HOPE YOU DIE , YOU ARE THE WORST FUCKING INVENTION IN THE WORLD , FUCK YOUUUUUUUUUUUU #iCloud @apple @stevejobs'}"
"{'tweet_id': '126118222746497025', 'label': 'negative', 'topic': 'apple', 'text': 'Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!'}"
"{'tweet_id': '126106964420857857', 'label': 'negative', 'topic': 'apple', 'text': '@apple u guys are gay'}"
"{'tweet_id': '126096173198082048', 'label': 'negative', 'topic': 'apple', 'text': 'none of my apps work after the new ios from @apple. what do i do?!?'}"
"{'tweet_id': '126094194312876032', 'label': 'negative', 'topic': 'apple', 'text': 'Seemingly endless loop of calls to @apple, @ups, @verizonwireless to investigate my missing #iphone4s. #crankywithnophone'}"
"{'tweet_id': '126089287660863488', 'label': 'negative', 'topic': 'apple', 'text': ""@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!""}"
"{'tweet_id': '126088404084588546', 'label': 'negative', 'topic': 'apple', 'text': '@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.'}"
"{'tweet_id': '126085893353250816', 'label': 'negative', 'topic': 'apple', 'text': '@chascouponmom @apple I get they are busy w/ the new phone, but I just wanted to buy a stylus. they made me wait forever outside & never'}"
"{'tweet_id': '126084068298334208', 'label': 'negative', 'topic': 'apple', 'text': ""@apple @iphone Please deliver my daughter's i4s, she is driving me nuts #iphone""}"
"{'tweet_id': '126079672386723840', 'label': 'negative', 'topic': 'apple', 'text': ""Hey @apple, the SMS full message is complete shit. Yes, I'm annoyed.""}"
"{'tweet_id': '126075115686465536', 'label': 'negative', 'topic': 'apple', 'text': 'Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6'}"
"{'tweet_id': '126073520504569858', 'label': 'negative', 'topic': 'apple', 'text': '@Apple your service experience is really fucking slipping (except for cute, eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg'}"
"{'tweet_id': '126068917012668416', 'label': 'negative', 'topic': 'apple', 'text': 'What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.'}"
"{'tweet_id': '126063215842037760', 'label': 'negative', 'topic': 'apple', 'text': 'Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh'}"
"{'tweet_id': '126053722966069248', 'label': 'negative', 'topic': 'apple', 'text': '@apple battery life suck on iOS 5'}"
"{'tweet_id': '126050114518261760', 'label': 'negative', 'topic': 'apple', 'text': 'An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.'}"
"{'tweet_id': '126044756320075776', 'label': 'negative', 'topic': 'apple', 'text': ""@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk.  Any plans for a new service for storage?""}"
"{'tweet_id': '126044425964109824', 'label': 'negative', 'topic': 'apple', 'text': ""Hey @apple why can't I share a reminder list from my iPhone?\nAlso why can't I login to the iCloud webpage to modify sharing from my phone?""}"
"{'tweet_id': '126037831301869568', 'label': 'negative', 'topic': 'apple', 'text': 'Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade'}"
"{'tweet_id': '126034507475337216', 'label': 'negative', 'topic': 'apple', 'text': ""Can someone plz explain to me whhyy @apple is only distributing 2-3 phones per day to the sprint stores. I'm really ... http://t.co/uf9taK8f""}"
"{'tweet_id': '126031969166434304', 'label': 'negative', 'topic': 'apple', 'text': 'GAH. @apple iOS 5 opens text messages painfully slow, on top of 3 restore attempts 2 succeed. Early adopterness gets better of me.'}"
"{'tweet_id': '126030936084189184', 'label': 'negative', 'topic': 'apple', 'text': 'Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread'}"
"{'tweet_id': '126029733325582336', 'label': 'negative', 'topic': 'apple', 'text': '“@CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.” &lt;&lt; check Settings: 8 times more App usage in iOS 5'}"
"{'tweet_id': '126021108641181696', 'label': 'negative', 'topic': 'apple', 'text': 'As a huge podcast fan - I really feel like @Apple dropped the ball on this one. http://t.co/wvzPrbCI via @Carrypad'}"
"{'tweet_id': '126018120983904256', 'label': 'negative', 'topic': 'apple', 'text': ""I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN""}"
"{'tweet_id': '126016585348558848', 'label': 'negative', 'topic': 'apple', 'text': '“@carlton858: I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.” in NZ?'}"
"{'tweet_id': '126014999444467712', 'label': 'negative', 'topic': 'apple', 'text': 'I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.'}"
"{'tweet_id': '126012822936231936', 'label': 'negative', 'topic': 'apple', 'text': 'Anyone else seeing missing signal bars on their #iPhone 3GS with an upgrade to #iOS5? cc/ @applecanada @apple @forstall'}"
"{'tweet_id': '126008913400303616', 'label': 'negative', 'topic': 'apple', 'text': 'RT @CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.'}"
"{'tweet_id': '126006966312108032', 'label': 'negative', 'topic': 'apple', 'text': 'Updating to IOS5 with my regular iphone4 just made it slower and messed up.. @apple give me a free 4S and we can call it even, thanks'}"
"{'tweet_id': '126006116168642560', 'label': 'negative', 'topic': 'apple', 'text': '@apple If you want to know what customers think dont send updates with the ""noreply"" return address. Who invented that anyway. #useless'}"
"{'tweet_id': '126003967552524288', 'label': 'negative', 'topic': 'apple', 'text': 'Every time I try the voice control on my iPod Touch to send an iMessage, it starts playing ""Who Knew"" by Pink.  Still not Flawless @Apple'}"
"{'tweet_id': '126001775626031105', 'label': 'negative', 'topic': 'apple', 'text': ""should be studying/ doing work but no I'm hold with @apple HURRY THE FUCK UP! #nopatience""}"
"{'tweet_id': '126001635162992640', 'label': 'negative', 'topic': 'apple', 'text': 'Ok Hindi keyboard in #iOS5 is something to cheer about.  But @apple  what about  support for 20+ missing Indian languages!? #FAIL'}"
"{'tweet_id': '125999655011098624', 'label': 'negative', 'topic': 'apple', 'text': ""RT @ScottDugas: Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade  ...""}"
"{'tweet_id': '125996379913986048', 'label': 'negative', 'topic': 'apple', 'text': '@betweensundays Ah! Yeah...should be an option...hopefully @apple figures that out. Thx'}"
"{'tweet_id': '125995264325599233', 'label': 'negative', 'topic': 'apple', 'text': '""Waiting for items to copy"" in Itunes after everything DID copy goes on, and on, and on.  Come on @Apple, what the hell?'}"
"{'tweet_id': '125994965183635456', 'label': 'negative', 'topic': 'apple', 'text': ""@Apple unhappy again with service/product quality. Won't buy @Apple again.""}"
"{'tweet_id': '125994596336533504', 'label': 'negative', 'topic': 'apple', 'text': 'Lies @apple. the battery on this new iPhone4S is definitely not any better.'}"
"{'tweet_id': '125989051101741056', 'label': 'negative', 'topic': 'apple', 'text': '“@philipgrey: dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?”'}"
"{'tweet_id': '125987979784224770', 'label': 'negative', 'topic': 'apple', 'text': ""Been on hold with @apple customer service for 25 minutes. Wow, lt's like they're #timewarnercable.""}"
"{'tweet_id': '125980659415138304', 'label': 'negative', 'topic': 'apple', 'text': ""@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain, genius bar wants to replace the battery. Really?""}"
"{'tweet_id': '125978454146551808', 'label': 'negative', 'topic': 'apple', 'text': '1st impressions  of #iOS5- Disappointed w upgrade restore. Lot of apps & folders missing @apple do  how much time went in2 orging it? #fail'}"
"{'tweet_id': '125976113657823232', 'label': 'negative', 'topic': 'apple', 'text': ""@PrJusto Don't question the @Apple they will remember your dissent!""}"
"{'tweet_id': '125974886006005760', 'label': 'negative', 'topic': 'apple', 'text': '@apple: Multiple times siri is ""having trouble connecting to the network.""  Siri needs servers (and some exercise!)'}"
"{'tweet_id': '125974351035117568', 'label': 'negative', 'topic': 'apple', 'text': 'RT @JimMcNiel: if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is havin ...'}"
"{'tweet_id': '125973390283653120', 'label': 'negative', 'topic': 'apple', 'text': 'dear @apple, why you gotta go change the way &lt;input type=""number""&gt; is handled out of the blue?'}"
"{'tweet_id': '125969932285513728', 'label': 'negative', 'topic': 'apple', 'text': 'Ugh. WTF is up with all the bottlenecks @paypal @apple?'}"
"{'tweet_id': '125966385259098112', 'label': 'negative', 'topic': 'apple', 'text': ""+1  RT @Doug_Newton: @apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!""}"
"{'tweet_id': '125965988146585601', 'label': 'negative', 'topic': 'apple', 'text': ""@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!""}"
"{'tweet_id': '125965853769478144', 'label': 'negative', 'topic': 'apple', 'text': 'if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?'}"
"{'tweet_id': '125964314220830722', 'label': 'negative', 'topic': 'apple', 'text': 'any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious'}"
